student_id,gender,age,department,cgpa,backlogs,attendance_percentage,programming_skills,dsa_skills,core_subjects,projects_completed,internships,certifications,communication_skills,leadership,teamwork,hackathons,extracurricular_score,aptitude_score,interview_score,resume_score,mock_interview_score,placement_status,package_lpa
5464,Female,24,Civil,7.76,1,70.09,5,4,6,5,2,2,3,5,8,0,5,98,31,4,1,1,12.26
5465,Female,20,IT,5.62,3,61.54,8,8,2,5,1,0,4,7,4,2,10,61,57,10,8,0,0.0
5466,Female,24,IT,5.85,5,95.59,5,10,3,0,1,5,8,9,7,4,9,81,47,7,9,1,8.19
5467,Female,24,IT,5.63,1,91.87,10,10,6,1,2,5,6,10,7,0,4,73,83,6,10,1,6.76
5468,Female,24,Civil,6.48,5,93.16,5,3,6,0,3,3,3,8,6,3,2,60,55,6,7,0,0.0
5469,Male,23,CSE,6.82,1,77.59,8,10,6,3,0,3,9,2,9,4,6,87,38,1,2,1,5.93
5470,Male,24,EEE,8.82,2,90.13,9,3,4,5,2,1,8,9,1,1,5,38,68,7,5,1,13.92
5471,Male,21,ECE,5.92,2,83.25,2,6,2,0,2,4,10,2,5,2,10,59,82,3,5,1,5.4
5472,Female,22,EEE,8.48,0,74.99,8,8,8,4,1,4,1,10,6,4,5,90,35,3,5,1,7.12
5473,Female,23,IT,7.36,0,93.71,7,10,2,4,2,2,5,6,2,0,4,77,66,3,3,1,3.53
5474,Female,24,EEE,9.8,1,99.95,8,2,3,0,3,1,1,4,6,1,5,66,76,5,2,1,3.33
5475,Female,22,CSE,8.73,2,95.97,3,1,1,4,1,5,10,10,3,4,5,94,76,4,2,1,11.67
5476,Male,20,Mechanical,9.65,5,91.05,4,10,9,0,2,0,9,8,9,0,2,44,83,5,7,1,12.63
5477,Male,20,Mechanical,6.64,0,89.9,7,1,3,5,2,1,2,4,4,1,6,82,77,7,2,1,4.67
5478,Female,22,ECE,5.59,0,86.01,5,7,2,0,3,1,4,9,7,0,1,64,75,8,5,0,0.0
5479,Female,21,ECE,7.43,2,94.14,7,2,6,5,0,0,1,2,4,1,3,87,64,5,4,0,0.0
5480,Female,22,EEE,5.6,5,79.72,6,9,8,2,0,1,4,4,1,3,4,76,85,10,10,0,0.0
5481,Male,22,ECE,7.36,0,67.27,4,10,4,5,0,3,9,7,1,3,8,40,37,5,7,0,0.0
5482,Male,23,Civil,6.3,3,90.72,2,4,1,2,1,2,10,2,3,2,10,85,39,10,2,1,12.5
5483,Male,20,CSE,7.36,5,96.78,6,7,7,4,0,4,5,1,1,1,1,77,94,7,2,1,4.47
5484,Female,20,IT,9.56,3,73.65,6,5,3,4,0,0,5,2,4,2,3,99,76,10,8,1,10.2
5485,Female,24,IT,6.39,2,91.32,6,5,5,1,1,4,2,2,8,0,7,43,73,2,2,0,0.0
5486,Male,22,EEE,9.77,2,70.95,1,7,2,5,2,3,10,6,10,2,9,93,61,4,10,1,8.8
5487,Female,22,IT,6.1,0,97.7,6,9,8,5,1,4,6,3,10,4,5,58,45,7,7,0,0.0
5488,Male,21,EEE,6.0,1,87.34,2,4,3,1,0,3,1,7,6,0,5,97,62,9,1,0,0.0
5489,Female,20,ECE,7.61,4,82.77,10,9,9,0,1,4,10,4,6,2,10,99,55,6,5,1,10.71
5490,Male,21,ECE,9.04,3,91.19,5,9,1,1,1,2,1,10,2,4,5,78,79,6,3,0,0.0
5491,Female,23,Civil,8.6,3,92.53,7,8,6,3,0,3,4,2,9,0,9,95,51,6,6,1,9.95
5492,Male,24,Civil,8.47,5,95.69,10,1,3,2,2,0,7,10,8,1,10,48,63,9,7,1,4.6
5493,Male,21,CSE,6.36,5,96.04,1,10,4,5,0,0,5,2,7,2,6,81,74,10,7,0,0.0
5494,Male,20,IT,5.11,2,62.11,5,9,4,4,1,1,3,2,4,0,9,86,49,8,10,0,0.0
5495,Male,23,Civil,5.78,1,64.92,9,3,8,1,0,1,9,4,4,2,1,40,36,8,6,1,14.56
5496,Male,22,CSE,6.68,2,93.04,3,8,9,3,2,2,9,8,10,1,1,60,92,1,9,1,11.38
5497,Male,23,Mechanical,9.66,0,97.84,2,5,5,1,3,4,3,10,10,1,4,49,46,2,3,0,0.0
5498,Female,21,Civil,9.41,1,72.31,10,6,10,4,1,5,9,3,4,0,7,38,84,6,4,1,14.28
5499,Female,20,CSE,5.96,0,60.34,2,3,10,1,2,4,3,6,9,3,10,46,43,8,10,0,0.0
5500,Female,21,EEE,8.48,3,72.91,3,7,3,2,0,5,6,4,9,1,9,52,45,9,5,0,0.0
5501,Male,22,EEE,7.78,2,75.31,1,2,9,5,0,5,2,2,9,0,6,39,64,8,10,0,0.0
5502,Male,22,CSE,5.24,5,90.44,2,3,1,1,3,3,2,3,5,3,10,51,44,2,4,0,0.0
5503,Female,20,ECE,6.78,2,61.9,6,2,1,3,1,5,6,4,9,1,8,62,86,6,10,1,12.95
5504,Male,24,Mechanical,7.33,4,68.51,8,9,3,5,0,2,5,9,1,4,5,39,99,6,1,0,0.0
5505,Male,23,CSE,8.2,1,95.76,4,3,2,1,2,5,5,5,8,3,10,68,49,1,1,1,5.97
5506,Male,23,Civil,6.42,3,66.19,2,8,8,4,1,3,7,7,4,4,1,56,85,6,2,0,0.0
5507,Male,22,ECE,9.48,4,90.37,5,6,5,1,3,0,1,1,5,2,3,89,79,9,9,1,14.37
5508,Male,21,CSE,7.17,4,74.45,3,1,10,3,2,0,6,1,8,2,3,72,62,2,5,1,5.68
5509,Female,21,IT,6.19,2,86.51,5,6,1,1,3,4,9,6,8,4,9,73,57,6,2,1,10.54
5510,Female,24,Civil,6.52,1,62.95,3,8,3,0,2,1,5,7,1,3,2,35,41,8,6,0,0.0
5511,Female,21,Civil,8.61,2,71.46,4,10,3,4,1,1,10,1,10,0,2,86,80,1,8,1,7.29
5512,Female,23,EEE,8.07,1,76.99,5,3,2,0,2,0,10,4,5,3,10,53,41,2,4,1,4.56
5513,Female,21,IT,8.56,4,94.29,7,7,9,5,1,3,7,6,2,3,1,78,32,8,9,1,9.86
5514,Male,24,IT,6.4,0,82.54,2,6,1,0,1,4,3,2,8,4,5,90,32,8,8,0,0.0
5515,Male,23,Civil,6.57,3,61.81,6,1,10,5,2,3,10,9,8,4,2,36,89,1,7,1,8.4
5516,Male,21,Mechanical,6.9,4,92.07,6,2,5,5,2,1,8,10,10,3,8,85,95,6,5,1,10.78
5517,Male,23,ECE,5.91,2,62.18,6,5,9,4,1,2,1,2,2,1,1,99,83,8,10,0,0.0
5518,Female,22,EEE,8.32,3,97.37,7,7,3,4,0,1,10,10,4,3,2,93,61,1,5,1,7.16
5519,Female,22,IT,6.58,4,68.47,3,4,10,3,0,3,7,5,2,4,6,79,58,2,6,0,0.0
5520,Female,22,EEE,6.57,1,79.52,5,6,3,3,2,1,6,1,4,3,1,81,96,5,7,1,7.64
5521,Male,21,Civil,6.29,2,62.89,9,2,7,3,0,1,10,6,4,4,6,60,46,5,3,1,8.43
5522,Female,24,ECE,7.17,4,82.47,9,5,1,0,0,1,6,3,8,1,2,83,44,10,7,1,9.42
5523,Male,23,CSE,8.71,1,79.89,7,10,9,5,1,1,1,6,10,4,5,96,65,4,8,1,3.37
5524,Female,20,IT,9.01,1,76.41,9,3,7,1,1,4,2,9,9,4,6,31,86,4,5,0,0.0
5525,Female,22,ECE,8.86,1,61.42,3,1,8,2,0,0,6,8,8,4,3,67,51,8,7,0,0.0
5526,Male,22,EEE,7.98,3,95.16,7,6,2,1,3,1,2,2,3,1,8,36,69,6,6,0,0.0
5527,Male,20,Civil,6.35,2,92.11,1,9,3,2,2,5,4,9,3,4,5,59,96,1,8,0,0.0
5528,Female,20,ECE,8.53,1,85.32,7,10,9,2,3,1,6,1,7,4,9,77,99,4,4,1,6.49
5529,Female,21,CSE,5.19,4,82.89,3,8,4,2,3,4,2,3,1,4,7,30,95,4,5,0,0.0
5530,Male,23,ECE,8.83,1,87.8,3,4,5,2,3,4,6,10,9,2,6,79,67,8,6,1,11.31
5531,Female,22,Civil,8.75,2,65.76,7,8,9,4,0,2,9,10,6,1,10,77,60,2,9,1,4.92
5532,Female,24,EEE,8.22,5,97.31,8,5,10,3,1,4,6,4,10,2,5,95,43,2,6,1,4.17
5533,Male,21,IT,5.47,5,71.39,4,3,8,4,0,2,10,5,6,0,1,48,37,7,5,0,0.0
5534,Female,21,IT,9.79,3,86.26,1,4,5,0,3,2,7,7,7,2,1,55,68,2,10,1,8.77
5535,Male,24,Mechanical,8.63,1,84.27,5,7,2,4,0,1,3,3,8,1,2,36,61,5,9,0,0.0
5536,Female,24,EEE,8.53,4,85.46,10,5,3,3,2,5,4,6,8,0,8,88,66,5,8,1,5.56
5537,Male,24,Mechanical,5.31,2,95.16,4,4,3,1,3,3,4,8,1,1,9,56,39,3,5,0,0.0
5538,Female,20,Mechanical,6.91,1,71.84,9,3,7,3,0,5,1,5,5,1,2,40,45,1,6,0,0.0
5539,Male,22,Civil,5.41,3,89.96,3,3,6,1,1,1,9,1,3,3,6,94,39,3,8,1,7.84
5540,Female,20,Civil,6.73,0,83.94,4,10,7,0,3,0,9,5,3,4,9,67,99,8,4,1,9.06
5541,Male,22,Civil,7.74,5,63.04,10,6,8,2,1,5,7,3,4,1,10,88,31,8,7,1,8.53
5542,Female,20,CSE,9.22,4,76.57,3,8,5,5,2,2,2,4,9,4,10,87,45,4,4,0,0.0
5543,Female,23,EEE,6.36,5,93.52,3,4,6,4,2,3,3,10,6,2,10,37,65,10,9,0,0.0
5544,Female,22,IT,7.99,1,72.61,7,1,1,5,0,4,7,7,6,2,4,86,37,1,3,1,7.05
5545,Female,21,EEE,5.79,1,79.29,5,4,4,2,0,4,1,3,4,3,8,80,73,4,3,0,0.0
5546,Female,22,Civil,6.7,0,79.55,5,5,6,0,2,4,3,1,4,3,6,30,95,9,4,0,0.0
5547,Female,22,CSE,9.55,2,84.72,4,8,4,0,3,3,4,8,2,4,5,94,84,10,9,1,9.93
5548,Female,22,EEE,8.59,0,95.36,10,7,1,1,3,4,5,4,3,4,7,40,36,8,2,1,4.34
5549,Female,23,EEE,7.62,2,66.94,8,2,3,1,3,4,7,3,10,2,7,88,42,3,9,1,3.75
5550,Female,20,Mechanical,6.21,1,80.18,1,9,3,5,2,2,9,6,3,2,8,68,38,2,4,1,11.61
5551,Male,21,EEE,6.82,0,76.97,9,3,3,0,1,4,2,10,4,3,6,52,97,4,1,0,0.0
5552,Male,20,Mechanical,5.75,5,71.84,9,9,4,3,1,3,6,4,8,1,2,76,34,4,1,1,10.05
5553,Female,20,Mechanical,6.7,5,96.78,5,1,9,2,3,4,2,7,5,1,5,66,84,3,8,0,0.0
5554,Male,24,ECE,5.72,1,60.33,1,9,9,4,0,1,10,7,6,0,1,74,49,4,5,0,0.0
5555,Female,23,Civil,8.82,0,64.88,2,7,8,0,0,2,2,3,6,3,7,55,93,4,1,0,0.0
5556,Female,24,CSE,5.39,1,89.33,2,2,3,4,2,0,10,2,1,4,10,86,47,5,10,1,4.34
5557,Male,23,Mechanical,5.91,5,70.54,6,10,2,0,0,1,5,4,8,3,4,36,79,1,5,0,0.0
5558,Female,20,EEE,8.32,5,88.93,10,7,3,1,2,0,5,10,10,1,7,41,83,7,2,1,9.38
5559,Female,20,Mechanical,9.33,1,93.29,9,1,5,1,2,3,1,6,1,1,3,59,72,8,4,1,8.24
5560,Male,23,Mechanical,9.63,1,70.18,3,3,7,0,0,0,8,10,8,2,1,74,81,3,4,1,3.35
5561,Male,20,Mechanical,9.01,3,67.68,8,7,2,4,0,5,8,3,3,1,4,42,73,4,3,1,11.41
5562,Female,20,IT,6.02,0,65.81,2,3,6,2,3,5,1,9,1,3,10,84,47,4,5,0,0.0
5563,Male,21,IT,6.37,3,68.0,5,2,2,0,3,0,6,10,6,2,8,47,35,2,6,1,11.35
5564,Male,24,IT,9.18,1,70.69,4,5,1,0,0,5,9,7,6,2,6,89,93,6,1,1,9.49
5565,Female,24,IT,9.27,4,94.75,5,3,3,3,3,4,5,6,2,2,9,52,64,10,2,1,11.96
5566,Male,24,ECE,8.08,5,90.8,4,9,4,0,3,2,7,4,5,0,6,32,77,1,6,1,11.82
5567,Male,22,Mechanical,6.51,2,60.07,1,7,2,5,1,0,6,4,5,4,7,48,38,5,7,0,0.0
5568,Female,21,ECE,6.08,0,94.96,1,1,3,1,3,5,1,4,8,0,5,78,92,8,5,0,0.0
5569,Male,24,EEE,9.09,0,63.15,6,1,6,3,3,3,3,9,7,4,4,73,92,5,7,1,4.58
5570,Male,24,Civil,5.99,5,86.21,8,6,9,3,3,3,7,10,3,4,1,55,99,4,2,1,4.48
5571,Female,21,CSE,8.18,2,66.06,7,4,2,1,1,3,8,3,4,3,4,55,39,7,3,1,4.04
5572,Female,20,ECE,9.65,3,62.49,4,1,7,1,3,5,7,3,6,4,2,42,67,2,9,1,13.58
5573,Female,24,IT,8.39,2,90.39,5,9,1,5,1,4,1,7,7,3,7,74,46,1,1,0,0.0
5574,Male,20,IT,6.24,4,78.69,8,2,4,1,3,1,3,3,5,2,3,71,98,7,4,1,5.21
5575,Female,24,EEE,6.36,1,83.96,6,1,2,4,2,4,2,10,6,3,7,40,59,3,7,0,0.0
5576,Female,23,Mechanical,5.45,2,77.01,8,3,4,5,2,4,4,4,8,1,1,66,93,8,8,1,3.89
5577,Male,22,CSE,8.29,2,62.69,6,10,2,3,3,0,3,8,1,0,3,49,50,1,6,1,5.24
5578,Female,24,ECE,7.49,1,89.58,8,1,3,2,1,2,9,5,1,3,1,42,41,10,10,1,12.0
5579,Female,23,Mechanical,5.99,5,92.81,4,4,8,2,0,3,6,4,2,4,10,43,44,2,3,0,0.0
5580,Female,21,Mechanical,6.09,0,61.66,10,4,4,5,2,2,6,5,10,3,1,43,95,5,1,1,4.91
5581,Female,23,Civil,5.04,5,75.03,2,6,6,4,0,1,6,9,6,3,6,89,85,2,5,0,0.0
5582,Male,21,Civil,9.7,4,82.29,3,3,9,2,0,2,9,3,1,2,3,93,70,10,2,1,9.56
5583,Female,24,ECE,8.97,5,84.21,5,9,8,3,2,2,9,9,4,0,4,59,49,9,10,1,10.94
5584,Female,21,ECE,6.89,2,83.13,4,6,2,1,2,1,9,3,7,2,3,33,57,10,9,1,14.37
5585,Male,23,ECE,9.54,2,87.72,5,7,2,3,0,1,4,8,2,0,1,75,90,3,3,1,4.77
5586,Female,22,ECE,8.25,0,98.67,1,6,3,5,1,3,6,6,5,0,4,80,95,6,10,0,0.0
5587,Male,20,IT,8.61,4,75.62,1,9,2,4,2,3,9,5,5,4,1,46,54,2,1,1,6.28
5588,Male,20,Mechanical,8.26,1,82.26,2,2,3,4,3,1,6,6,4,2,8,43,49,8,6,0,0.0
5589,Male,22,Mechanical,8.63,1,87.96,2,8,2,0,2,1,8,4,9,3,5,51,31,1,1,1,8.65
5590,Female,20,IT,5.82,3,83.7,8,5,6,4,3,5,8,4,10,1,3,40,81,2,3,1,12.25
5591,Male,24,Mechanical,7.7,4,75.47,10,2,9,4,2,4,5,9,6,1,4,99,69,6,4,1,11.54
5592,Male,24,ECE,9.08,4,84.96,4,7,8,5,3,3,3,8,8,4,3,64,41,9,10,1,8.76
5593,Male,23,CSE,5.09,2,86.0,6,5,6,3,3,5,6,10,7,4,3,98,99,2,8,1,12.77
5594,Female,23,Civil,5.59,3,83.4,2,8,4,3,1,5,5,5,10,4,1,66,74,5,9,0,0.0
5595,Female,21,Civil,6.18,1,68.2,1,10,10,4,1,3,3,6,9,4,3,86,42,10,9,0,0.0
5596,Female,23,Mechanical,6.41,4,80.24,7,6,5,3,0,4,6,9,1,2,4,77,66,5,10,1,8.57
5597,Female,24,CSE,5.88,4,95.37,4,7,4,3,2,4,4,4,8,0,9,54,87,4,10,0,0.0
5598,Female,23,Civil,8.0,0,94.74,4,1,5,5,2,5,6,2,9,3,4,45,46,9,10,0,0.0
5599,Female,20,CSE,6.41,1,90.03,2,2,2,5,2,3,7,6,4,3,8,95,56,6,7,1,6.86
5600,Female,21,IT,5.76,0,87.89,9,9,8,4,1,4,1,9,7,2,1,95,47,6,5,1,14.0
5601,Male,21,EEE,9.35,3,66.13,2,7,1,1,2,3,6,6,1,3,10,79,50,10,5,1,9.2
5602,Male,24,Mechanical,8.34,4,78.38,5,7,9,4,2,5,8,7,4,1,4,78,43,3,5,1,14.42
5603,Male,23,IT,6.18,3,64.44,6,4,1,2,0,0,10,5,8,3,2,52,37,8,4,1,3.08
5604,Male,20,IT,6.73,5,92.69,3,4,5,3,1,5,3,9,10,0,1,44,88,1,2,0,0.0
5605,Female,23,CSE,8.56,0,71.64,3,3,9,0,0,5,2,8,2,3,4,74,89,10,4,0,0.0
5606,Male,22,Mechanical,8.8,1,90.67,6,10,1,4,2,3,7,9,4,0,5,73,93,6,5,1,6.93
5607,Male,23,IT,5.85,4,92.58,5,4,1,1,0,5,10,1,1,4,6,67,68,1,1,1,8.57
5608,Male,24,ECE,9.5,5,95.7,5,10,3,1,2,4,4,10,8,2,4,98,41,6,3,1,5.0
5609,Male,23,IT,8.77,5,90.15,5,6,8,3,2,1,7,3,6,1,3,31,99,10,2,1,8.2
5610,Female,21,ECE,9.11,1,82.59,9,3,3,4,0,2,9,7,7,3,1,65,84,5,3,1,9.08
5611,Female,20,EEE,5.69,3,83.93,8,10,2,4,0,5,8,4,4,1,9,56,54,1,10,1,10.2
5612,Female,24,ECE,5.69,5,72.82,4,8,6,5,3,2,2,1,6,3,5,98,64,5,3,0,0.0
5613,Male,22,ECE,6.47,2,67.08,6,1,10,2,2,2,10,3,6,4,3,34,71,2,7,1,5.55
5614,Female,20,CSE,5.31,1,65.23,5,6,5,5,3,2,6,5,8,0,3,36,49,10,6,0,0.0
5615,Male,20,IT,5.44,5,67.28,6,2,9,4,1,1,3,7,6,2,3,46,88,4,6,0,0.0
5616,Female,21,EEE,5.69,1,97.36,8,1,3,5,3,5,2,1,6,2,7,70,77,1,4,1,12.75
5617,Female,21,IT,8.42,1,66.58,6,4,4,2,1,2,10,6,1,1,1,63,32,9,4,1,10.65
5618,Female,21,ECE,5.15,4,88.95,6,6,10,1,3,5,3,5,1,0,4,62,98,5,9,0,0.0
5619,Female,24,Civil,5.4,3,67.39,2,7,8,4,3,0,7,9,1,2,10,68,45,10,7,0,0.0
5620,Female,23,ECE,9.53,3,99.01,7,1,2,5,3,4,6,8,3,1,7,79,88,9,5,1,12.75
5621,Male,20,IT,5.4,4,74.66,3,3,5,5,0,3,9,7,2,0,3,88,50,8,3,1,14.19
5622,Female,23,EEE,7.58,1,76.49,7,6,9,3,1,1,3,4,8,4,8,97,44,7,6,1,4.09
5623,Male,23,Civil,8.08,1,76.18,5,6,9,2,3,2,3,9,1,4,8,73,67,3,3,1,11.5
5624,Male,21,EEE,9.6,2,92.66,4,10,10,2,3,2,8,3,9,1,7,97,75,4,10,1,7.25
5625,Male,23,CSE,9.32,5,68.73,10,6,9,3,1,2,3,3,4,4,9,92,71,6,2,1,7.04
5626,Male,20,ECE,7.12,1,93.24,1,7,1,0,3,5,4,10,8,3,7,94,72,6,2,0,0.0
5627,Male,20,ECE,9.52,5,86.28,8,7,1,3,2,4,10,4,4,3,7,96,66,8,6,1,14.56
5628,Female,22,CSE,7.07,0,68.81,2,10,1,2,0,1,10,7,6,0,10,55,89,3,10,0,0.0
5629,Female,24,IT,8.22,5,62.62,10,8,8,3,0,0,8,9,7,4,4,32,92,8,10,1,3.78
5630,Female,23,ECE,6.25,1,91.0,8,2,4,2,0,3,3,7,9,2,5,80,84,5,9,1,8.47
5631,Female,24,IT,8.06,2,68.76,7,10,9,5,3,0,7,5,5,1,2,56,88,4,6,1,8.23
5632,Male,24,EEE,7.58,0,95.56,3,1,6,0,0,0,5,7,3,2,7,32,67,6,6,0,0.0
5633,Female,24,Civil,7.91,2,65.19,7,10,3,4,2,5,9,1,9,3,4,59,92,10,2,1,11.07
5634,Female,24,Civil,8.28,5,84.65,1,7,8,1,2,2,1,7,10,4,9,87,45,1,7,0,0.0
5635,Male,20,Civil,5.83,2,87.69,5,1,1,0,1,1,4,1,6,2,2,34,77,1,7,0,0.0
5636,Male,23,Mechanical,6.45,5,86.31,2,2,2,4,3,2,3,4,4,1,8,86,33,9,3,0,0.0
5637,Female,22,CSE,8.53,3,72.64,2,1,8,5,0,3,9,3,10,0,7,45,87,10,6,0,0.0
5638,Female,24,Civil,5.79,5,95.02,3,1,1,3,2,5,7,2,6,0,4,49,56,9,10,0,0.0
5639,Male,22,ECE,6.65,4,90.79,7,3,5,2,2,1,5,8,6,1,9,61,56,5,2,1,12.21
5640,Female,20,CSE,8.2,2,80.41,2,4,3,5,3,0,10,1,6,3,7,85,82,7,7,1,12.08
5641,Female,20,EEE,9.5,1,84.13,4,5,2,5,0,2,1,5,3,1,5,36,55,2,5,0,0.0
5642,Female,21,EEE,5.36,3,82.65,4,5,4,0,1,0,8,1,9,1,1,38,58,3,5,0,0.0
5643,Female,24,EEE,7.48,0,97.87,1,2,2,3,1,5,1,7,5,4,10,78,68,10,8,0,0.0
5644,Male,21,EEE,5.39,5,95.86,7,3,5,5,3,3,1,3,2,2,3,97,55,6,10,1,12.06
5645,Male,22,Mechanical,6.82,4,69.42,4,8,8,4,2,5,3,6,4,1,8,77,40,5,9,0,0.0
5646,Male,23,IT,5.84,3,70.51,1,2,4,5,2,4,1,7,6,1,6,55,93,5,9,0,0.0
5647,Female,21,IT,8.12,2,99.26,3,4,7,1,3,3,3,10,7,0,10,94,37,6,1,1,5.91
5648,Female,20,Civil,8.64,3,69.46,8,7,5,0,3,5,5,1,2,2,7,81,42,1,3,1,13.02
5649,Female,24,Mechanical,6.19,1,98.14,4,9,9,1,3,1,2,10,9,0,2,79,79,5,10,0,0.0
5650,Female,22,IT,8.42,1,85.99,1,3,2,3,0,4,5,7,2,3,5,59,30,3,2,0,0.0
5651,Female,20,EEE,7.14,1,62.0,7,3,2,4,0,5,10,8,5,0,5,52,94,5,8,1,7.93
5652,Male,23,IT,6.36,4,73.43,8,7,1,5,1,0,6,1,8,3,3,31,72,1,8,0,0.0
5653,Female,24,CSE,7.51,3,79.05,5,8,4,0,3,4,5,10,7,3,6,60,37,5,1,1,9.93
5654,Female,23,Civil,6.82,3,93.32,9,4,8,5,3,5,8,3,2,2,4,90,62,7,8,1,11.66
5655,Male,23,IT,6.1,2,73.14,7,1,5,4,2,2,6,8,9,3,2,80,85,4,5,1,6.37
5656,Female,24,CSE,8.63,0,72.42,4,5,5,2,1,0,4,6,6,1,1,91,48,7,3,1,13.36
5657,Male,24,ECE,8.83,1,96.81,9,4,4,4,1,5,2,2,1,1,3,42,50,1,10,1,8.17
5658,Male,23,CSE,8.84,0,63.16,6,8,7,4,3,5,8,2,2,0,7,49,51,4,7,1,7.27
5659,Male,22,CSE,6.83,0,82.06,8,7,10,5,1,4,9,6,2,0,1,38,51,3,1,1,6.08
5660,Male,24,EEE,5.81,1,80.17,2,2,8,4,1,3,8,7,6,2,9,47,80,10,1,0,0.0
5661,Male,20,EEE,9.03,1,62.29,5,6,9,5,2,4,10,3,10,3,6,76,78,3,10,1,12.47
5662,Female,21,Civil,6.58,2,63.51,3,4,6,0,1,1,9,7,6,1,9,69,37,7,4,1,4.0
5663,Male,22,EEE,8.59,4,75.28,5,7,9,0,3,0,1,8,6,0,2,93,97,10,5,1,4.83
5664,Male,24,CSE,8.92,1,65.37,8,9,1,0,2,4,5,4,1,4,8,54,36,5,10,1,7.39
5665,Female,24,Mechanical,8.69,0,79.12,6,7,3,1,3,0,3,2,6,2,8,44,90,9,6,1,4.99
5666,Female,22,EEE,6.87,2,84.36,1,2,1,5,2,3,4,5,8,3,1,82,43,10,3,0,0.0
5667,Male,21,EEE,9.5,3,87.66,7,8,5,3,0,1,5,5,4,2,7,68,99,10,6,1,12.2
5668,Female,23,CSE,8.17,2,81.86,10,6,8,3,3,0,10,10,8,3,9,41,85,7,4,1,4.86
5669,Female,20,ECE,7.76,1,75.19,1,9,6,4,1,1,1,9,3,3,9,81,67,7,4,0,0.0
5670,Male,24,ECE,8.35,5,65.19,1,7,10,1,1,3,2,1,6,2,5,75,60,10,1,0,0.0
5671,Male,21,IT,5.21,1,69.9,4,5,5,3,2,0,8,2,9,0,9,68,51,10,8,1,6.1
5672,Female,20,Civil,6.87,4,76.78,9,8,1,0,1,3,10,5,1,0,9,72,79,10,10,1,6.09
5673,Male,22,ECE,9.23,2,96.96,8,7,1,2,1,3,6,10,4,3,4,89,30,3,8,1,4.66
5674,Male,24,EEE,5.77,1,68.1,10,1,5,5,1,5,9,7,2,1,10,62,71,8,6,1,3.38
5675,Female,23,Mechanical,6.99,0,76.53,3,5,5,2,0,1,2,4,10,3,1,99,75,1,10,0,0.0
5676,Male,22,IT,6.95,0,89.29,6,7,8,3,3,3,6,8,8,4,6,62,94,8,1,1,6.48
5677,Male,24,Civil,6.71,2,88.21,1,10,2,1,2,3,9,7,5,0,5,88,56,3,9,1,11.85
5678,Male,21,Mechanical,7.7,4,98.62,10,7,7,3,2,4,1,4,5,2,3,51,78,3,9,1,10.41
5679,Male,20,Mechanical,9.78,5,67.64,1,3,5,0,3,0,10,1,4,3,3,40,88,1,1,1,4.79
5680,Male,20,EEE,6.23,2,60.66,6,5,2,1,0,5,10,10,6,0,5,79,31,7,5,1,9.74
5681,Female,24,CSE,8.38,4,72.89,5,8,5,2,3,5,8,6,8,0,6,43,48,6,5,1,11.38
5682,Female,22,CSE,8.64,0,65.99,6,9,9,5,2,3,4,1,10,3,6,41,40,1,4,0,0.0
5683,Male,23,CSE,7.81,1,81.94,9,9,5,4,1,2,5,7,3,3,7,68,61,1,10,1,14.54
5684,Female,21,ECE,5.47,3,95.95,5,10,5,0,1,2,5,3,5,0,1,73,79,6,1,0,0.0
5685,Male,24,CSE,7.75,1,87.53,2,5,2,1,1,4,4,7,10,4,8,82,96,1,7,0,0.0
5686,Male,21,Civil,9.58,0,65.43,1,2,9,4,0,3,3,6,9,2,2,60,58,7,2,0,0.0
5687,Male,20,EEE,6.64,5,64.64,2,8,2,0,0,4,3,10,6,3,1,53,85,3,6,0,0.0
5688,Male,23,ECE,8.07,0,96.46,8,7,5,5,0,2,5,5,4,3,2,43,48,1,8,1,10.02
5689,Male,21,Civil,9.61,1,79.5,1,4,2,5,1,0,1,7,9,1,9,65,88,10,8,0,0.0
5690,Female,24,CSE,8.83,1,96.95,6,5,2,2,2,3,4,5,3,3,3,71,60,5,10,1,5.74
5691,Female,23,Civil,8.3,5,89.45,5,10,6,1,0,4,9,10,1,4,7,39,30,8,8,1,3.19
5692,Male,22,Mechanical,9.66,5,99.73,10,10,10,3,3,0,2,2,9,4,6,44,80,5,8,1,4.16
5693,Female,24,EEE,5.82,0,94.85,9,2,3,1,1,4,1,9,4,3,6,36,83,4,3,0,0.0
5694,Male,21,EEE,8.71,1,76.57,4,9,10,1,1,0,9,1,3,2,8,46,79,7,5,1,14.23
5695,Female,23,Civil,6.95,3,90.33,5,6,9,0,1,0,10,10,5,2,3,97,97,6,10,1,6.57
5696,Male,24,IT,6.73,3,78.85,5,9,6,3,1,4,7,6,2,3,4,77,53,2,4,1,10.37
5697,Female,23,EEE,7.5,2,69.32,2,8,10,2,2,2,5,10,4,3,5,66,53,3,9,0,0.0
5698,Male,23,Mechanical,5.16,3,69.64,2,1,10,4,1,4,8,10,1,4,5,39,40,7,10,0,0.0
5699,Male,23,EEE,6.5,0,75.89,9,9,2,2,1,5,8,8,2,1,6,79,60,8,5,1,12.2
5700,Female,21,IT,5.8,0,64.46,3,9,1,3,2,5,5,9,8,3,10,69,75,10,1,0,0.0
5701,Female,24,EEE,5.67,2,67.11,6,4,2,5,3,1,2,7,8,2,10,61,99,9,2,0,0.0
